0	41.1660713	-8.6406364
1	41.168347	-8.6420446
2	41.1668853	-8.6415867
3	41.1742319	-8.6224058
4	41.1749254	-8.6224443
5	41.166241	-8.5835683
6	41.1626066	-8.5810576
7	41.1541532	-8.5825433
8	41.1520755	-8.5801756
9	41.1513862	-8.5797087
10	41.1483683	-8.5793775
11	41.1472516	-8.580636
12	41.1454265	-8.58118
13	41.1499575	-8.6140445
14	41.1499245	-8.6148131
15	41.152994	-8.6120177
16	41.153597	-8.6119957
17	41.1479508	-8.6121496
18	41.147888	-8.6112856
19	41.1478426	-8.6109422
20	41.1487987	-8.6121351
21	41.1471763	-8.6121861
22	41.1475478	-8.6133682
23	41.1459905	-8.6122327
24	41.1507186	-8.6210612
25	41.1516791	-8.6212767
26	41.1502192	-8.6230542
27	41.1493674	-8.6229257
28	41.1496431	-8.6208752
29	41.1506749	-8.6231422
30	41.1524873	-8.6180312
31	41.1522366	-8.6179199
32	41.1551988	-8.6188807
33	41.1541642	-8.6133083
34	41.1528719	-8.6135935
35	41.1537434	-8.6132505
36	41.1526088	-8.6207549
37	41.1477709	-8.6226637
38	41.1474495	-8.6203514
39	41.1491595	-8.6149639
40	41.1485895	-8.615614
41	41.1476258	-8.6202036
42	41.1529176	-8.6240719
43	41.1551969	-8.6100176
44	41.1518487	-8.6101425
45	41.1509254	-8.6067378
46	41.1511073	-8.6073894
47	41.1502271	-8.6077498
48	41.1504849	-8.6089109
49	41.1501627	-8.6094208
50	41.1509449	-8.6042501
51	41.1493955	-8.6041093
52	41.1508997	-8.6099839
53	41.1491992	-8.6104496
54	41.1510098	-8.6022297
55	41.1509525	-8.6036864
56	41.1532611	-8.6035241
57	41.1532765	-8.6024055
58	41.1532733	-8.6007815
59	41.1510477	-8.6011373
60	41.1510849	-8.600131
61	41.1489819	-8.6020829
62	41.1491982	-8.6031713
63	41.148952	-8.6019049
64	41.1536304	-8.6047458
65	41.1548151	-8.6046934
66	41.1545668	-8.6030065
67	41.1551062	-8.605549
68	41.1535512	-8.6062294
69	41.155553	-8.6026294
70	41.1532952	-8.5997196
71	41.1545295	-8.5994778
72	41.1667121	-8.586275
73	41.1713532	-8.5938865
74	41.1717841	-8.5970968
75	41.1714553	-8.5980825
76	41.1737099	-8.6187612
77	41.1732342	-8.6248431
78	41.1687869	-8.6400656
79	41.1684717	-8.6402255
80	41.1670798	-8.6424338
81	41.1661784	-8.6438364
82	41.1583005	-8.6473116
83	41.1517091	-8.6426829
84	41.1497612	-8.6408358
85	41.1674738	-8.6418896
86	41.180349	-8.5920399
87	41.1807558	-8.6209585
88	41.1798161	-8.6239494
89	41.1799712	-8.6224076
90	41.1798037	-8.6257879
91	41.1731101	-8.5947195
92	41.1734158	-8.5947981
93	41.179984	-8.5930012
94	41.1807675	-8.593171
95	41.170475	-8.6381068
96	41.1588568	-8.6287846
97	41.1569695	-8.6294021
98	41.1578748	-8.6279141
99	41.1552865	-8.6721342
100	41.154912	-8.6731032
101	41.154823	-8.6723674
102	41.1534242	-8.6756822
103	41.1549514	-8.6773006
104	41.1497859	-8.6761166
105	41.1476677	-8.6731276
106	41.1481	-8.6742868
107	41.1603285	-8.6439441
108	41.1600137	-8.6420408
109	41.1589951	-8.6358159
110	41.1607815	-8.658169
111	41.1681621	-8.6880264
112	41.1683804	-8.6884635
113	41.1673547	-8.6885946
114	41.1671451	-8.68815
115	41.1571219	-8.6818903
116	41.1483484	-8.6729308
117	41.1484224	-8.6541346
118	41.1482725	-8.6548132
119	41.147489	-8.6613495
120	41.1485592	-8.6533216
121	41.1486712	-8.6540582
122	41.1485143	-8.6532736
123	41.1483481	-8.6532324
124	41.1489564	-8.6540712
125	41.148402	-8.6459497
126	41.1483263	-8.6375019
127	41.1481085	-8.6359246
128	41.1509208	-8.6355071
129	41.1510793	-8.6336503
130	41.1539618	-8.6449368
131	41.1474276	-8.6337433
132	41.146954	-8.6328764
133	41.1447585	-8.6267551
134	41.1414248	-8.613438
135	41.1416486	-8.6145205
136	41.1416589	-8.6153136
137	41.1684974	-8.6880628
138	41.1727112	-8.6883123
139	41.1730415	-8.6883267
140	41.1731629	-8.6882686
141	41.1729125	-8.6886988
142	41.1742724	-8.6720372
143	41.1775647	-8.6571291
144	41.1777115	-8.6557174
145	41.1780031	-8.6550442
146	41.17718	-8.6542056
147	41.1582765	-8.6302214
148	41.1608924	-8.6465544
149	41.1758181	-8.6526817
150	41.1777597	-8.6527948
151	41.1755873	-8.6534286
152	41.1753435	-8.6533976
153	41.1761621	-8.6517451
154	41.1750611	-8.6532698
155	41.1748229	-8.6535476
156	41.1752892	-8.6529931
157	41.1754289	-8.6524724
158	41.1749388	-8.6526768
159	41.1749473	-8.652882
160	41.1762338	-8.6510449
161	41.1764453	-8.6513189
162	41.1766913	-8.6516243
163	41.1686111	-8.6440777
164	41.1687082	-8.6439258
165	41.1645259	-8.6372418
166	41.1653756	-8.6395478
167	41.1658674	-8.6403771
168	41.1660439	-8.6400928
169	41.1656611	-8.6405004
170	41.1821035	-8.6470294
171	41.1826059	-8.6461401
172	41.1842601	-8.6422114
173	41.1831673	-8.6135063
174	41.1837498	-8.6113737
175	41.1844453	-8.6095467
176	41.1845969	-8.6073555
